drug_1,drug_2,label
DB00933,DB01185,0
DB06213,DB00862,0
DB01407,DB00784,0
DB00688,DB00368,0
DB00260,DB06698,0
DB00270,DB00224,0
DB00332,DB00036,0
DB06589,DB06771,0
DB00807,DB01427,0
DB00411,DB08815,0
DB01011,DB00943,0
DB00774,DB00072,0
DB01011,DB00918,0
DB09097,DB08795,0
DB01223,DB00847,0
DB08795,DB00459,0
DB00555,DB00450,0
DB00493,DB00018,0
DB00529,DB00158,0
DB00589,DB00452,0
DB00277,DB08801,0
DB06637,DB01623,0
DB01173,DB06626,0
DB08864,DB01277,0
DB00246,DB00810,0
DB09241,DB00927,0
DB01177,DB01081,0
DB13783,DB01014,0
DB09272,DB01281,0
DB01067,DB00869,0
DB00603,DB04786,0
DB00327,DB01216,0
DB01414,DB00999,0
DB00230,DB01299,0
DB00418,DB00390,0
DB05676,DB00339,0
DB00822,DB05039,0
DB00396,DB00163,0
DB06698,DB06716,0
DB00588,DB09300,0
DB00797,DB00877,0
DB00652,DB01401,0
DB00289,DB02703,0
DB09076,DB01119,0
DB06637,DB00679,0
DB00630,DB00709,0
DB01105,DB06404,0
DB00830,DB01598,0
DB01066,DB01131,0
DB00270,DB00830,0
DB00257,DB00880,0
DB08906,DB00972,0
DB01583,DB00560,0
DB00619,DB00993,0
DB00186,DB00517,0
DB00339,DB00482,0
DB00456,DB00221,0
DB00374,DB01239,0
DB01108,DB01173,0
DB00595,DB01109,0
DB00108,DB00449,0
DB01077,DB06702,0
DB01354,DB09301,0
DB08873,DB00761,0
DB00772,DB00560,0
DB11994,DB01016,0
DB09060,DB00710,0
DB09076,DB00254,0
DB03754,DB01165,0
DB00842,DB06663,0
DB00648,DB00293,0
DB08439,DB08916,0
DB09241,DB01586,0
DB01176,DB02659,0
DB00413,DB00559,0
DB06401,DB01598,0
DB00218,DB01080,0
DB00940,DB01117,0
DB00752,DB08867,0
DB00583,DB00875,0
DB00483,DB00159,0
DB08867,DB00539,0
DB00936,DB00355,0
DB00879,DB00316,0
DB01429,DB01093,0
DB04743,DB00666,0
DB01088,DB04843,0
DB00440,DB06714,0
DB00952,DB00751,0
DB04868,DB09167,0
DB00707,DB04855,0
DB02187,DB00655,0
DB00631,DB01623,0
DB01016,DB01182,0
DB01365,DB00635,0
DB04844,DB06711,0
DB00745,DB00618,0
DB01624,DB01127,0
DB00391,DB01245,0
DB06795,DB06800,0
DB01001,DB00177,0
DB00216,DB00713,0
DB00036,DB00800,0
DB00612,DB00655,0
DB00307,DB04842,0
DB04576,DB00489,0
DB00104,DB00445,0
DB00916,DB00956,0
DB01367,DB00626,0
DB06771,DB00583,0
DB00159,DB00983,0
DB09073,DB00482,0
DB00274,DB04842,0
DB06589,DB09016,0
DB00450,DB01085,0
DB01185,DB01169,0
DB01138,DB01103,0
DB00948,DB01128,0
DB05260,DB00933,0
DB00993,DB00390,0
DB01367,DB02546,0
DB00775,DB01414,0
DB09462,DB00622,0
DB00539,DB09238,0
DB00243,DB00239,0
DB06212,DB00694,0
DB00332,DB01074,0
DB00897,DB01110,0
DB00814,DB01143,0
DB01576,DB00801,0
DB00078,DB00982,0
DB08912,DB00216,0
DB00852,DB00775,0
DB00787,DB00098,0
DB08922,DB00551,0
DB06271,DB00852,0
DB01544,DB00500,0
DB00686,DB06016,0
DB00938,DB00561,0
DB01001,DB00928,0
DB04861,DB06144,0
DB06701,DB00594,0
DB01208,DB00612,0
DB00193,DB09079,0
DB00797,DB01259,0
DB05271,DB08916,0
DB01196,DB08901,0
DB06719,DB01169,0
DB00031,DB01261,0
DB00539,DB00897,0
DB01066,DB00541,0
DB00969,DB00876,0
DB00908,DB01068,0
DB01245,DB00451,0
DB01623,DB01329,0
DB01193,DB06710,0
DB00068,DB00453,0
DB00072,DB00880,0
DB01184,DB00957,0
DB00395,DB00728,0
DB00215,DB06691,0
DB04794,DB00641,0
DB01016,DB00402,0
DB08932,DB00801,0
DB00087,DB01175,0
DB00409,DB00642,0
DB09130,DB11994,0
DB00863,DB00052,0
DB04967,DB00130,0
DB11691,DB01406,0
DB04946,DB00608,0
DB00264,DB12924,0
DB01080,DB00865,0
DB01259,DB00675,0
DB01083,DB01242,0
DB00322,DB00275,0
DB06691,DB00184,0
DB04967,DB00801,0
DB01213,DB00605,0
DB00449,DB08897,0
DB00802,DB01598,0
DB01088,DB11348,0
DB02546,DB01016,0
DB01182,DB09323,0
DB00527,DB01160,0
DB01034,DB01155,0
DB00692,DB06595,0
DB01109,DB09118,0
DB00964,DB00513,0
DB06404,DB01378,0
DB00841,DB00344,0
DB00682,DB00355,0
DB04842,DB00230,0
DB00908,DB00517,0
DB01378,DB01151,0
DB00668,DB00724,0
DB00594,DB01140,0
DB00723,DB00318,0
DB01071,DB00945,0
DB01265,DB00073,0
DB09014,DB01403,0
DB00513,DB00335,0
DB01199,DB00391,0
DB01399,DB00842,0
DB06771,DB00245,0
DB00562,DB00295,0
DB01224,DB00087,0
DB01161,DB00741,0
DB00697,DB01119,0
DB00211,DB00215,0
DB00804,DB00204,0
DB00381,DB00108,0
DB00772,DB00916,0
DB00019,DB01558,0
DB00895,DB00723,0
DB01138,DB02187,0
DB01409,DB04743,0
DB00999,DB09047,0
DB01147,DB09262,0
DB00068,DB00854,0
DB08815,DB06262,0
DB00035,DB00105,0
DB01203,DB00917,0
DB00221,DB01119,0
DB00537,DB00324,0
DB01082,DB00222,0
DB00450,DB01105,0
DB00069,DB06589,0
DB11994,DB00434,0
DB00107,DB00818,0
DB00724,DB06701,0
DB04920,DB01041,0
DB00653,DB00764,0
DB00435,DB01062,0
DB00014,DB01241,0
DB00344,DB01091,0
DB05039,DB00708,0
DB00294,DB01221,0
DB01281,DB01283,0
DB02546,DB00564,0
DB08932,DB01119,0
DB00115,DB00216,0
DB08906,DB09167,0
DB00977,DB00251,0
DB00801,DB01148,0
DB00472,DB00413,0
DB09167,DB00640,0
DB08918,DB09272,0
DB06772,DB01213,0
DB00724,DB00563,0
DB00412,DB00934,0
DB00421,DB06288,0
DB08815,DB00508,0
DB00544,DB00047,0
DB00938,DB01109,0
DB00384,DB11348,0
DB00799,DB01623,0
DB00682,DB00508,0
DB00495,DB05260,0
DB00554,DB00451,0
DB00847,DB09262,0
DB08918,DB00213,0
DB04835,DB00977,0
DB01299,DB00252,0
DB12267,DB01129,0
DB00900,DB01015,0
DB00860,DB01084,0
DB06777,DB01435,0
DB00797,DB01397,0
DB00270,DB00601,0
DB01241,DB00951,0
DB00159,DB00307,0
DB00221,DB01179,0
DB00861,DB01161,0
DB01023,DB04908,0
DB01587,DB00801,0
DB00524,DB01420,0
DB01437,DB05039,0
DB01583,DB01022,0
DB01328,DB01098,0
DB06268,DB09389,0
DB13146,DB01082,0
DB00548,DB00807,0
DB01114,DB00186,0
DB02709,DB00563,0
DB00261,DB00246,0
DB01215,DB08954,0
DB01603,DB01613,0
DB00744,DB06701,0
DB00401,DB00943,0
DB00780,DB00179,0
DB05265,DB00482,0
DB01124,DB00440,0
DB00811,DB00332,0
DB00988,DB00421,0
DB01030,DB00392,0
DB01452,DB06719,0
DB00363,DB13146,0
DB05219,DB00376,0
DB00933,DB01183,0
DB01080,DB00653,0
DB01427,DB09272,0
DB09241,DB04841,0
DB00573,DB00098,0
DB00312,DB00723,0
DB01213,DB09241,0
DB00823,DB00844,0
DB01431,DB00489,0
DB00545,DB09112,0
DB01119,DB00997,0
DB00122,DB01211,0
DB00371,DB09238,0
DB01059,DB06691,0
DB00811,DB00758,0
DB06714,DB01332,0
DB01245,DB00110,0
DB01591,DB00233,0
DB00688,DB05265,0
DB00175,DB06713,0
DB01103,DB00237,0
DB00666,DB00611,0
DB01110,DB05260,0
DB08954,DB01399,0
DB01177,DB00637,0
DB00052,DB00215,0
DB00728,DB00904,0
DB01054,DB00408,0
DB01336,DB00252,0
DB01452,DB00535,0
DB06403,DB00925,0
DB00243,DB09014,0
DB00936,DB00514,0
DB00175,DB00721,0
DB00560,DB00666,0
DB00340,DB05219,0
DB00152,DB01415,0
DB00259,DB00591,0
DB00018,DB01045,0
DB01148,DB01239,0
DB00276,DB00517,0
DB00677,DB00774,0
DB01192,DB00829,0
DB00213,DB03793,0
DB00421,DB09078,0
DB00571,DB00998,0
DB01126,DB05266,0
DB01327,DB06288,0
DB00515,DB01184,0
DB00940,DB01303,0
DB01394,DB00686,0
DB00590,DB08889,0
DB01210,DB00374,0
DB01165,DB04899,0
DB01576,DB00993,0
DB00583,DB00264,0
DB00834,DB00035,0
DB00846,DB06201,0
DB09300,DB00056,0
DB01094,DB00435,0
DB00774,DB00952,0
DB01198,DB05266,0
DB02546,DB01429,0
DB01039,DB09014,0
DB00237,DB09073,0
DB00601,DB00906,0
DB00453,DB00221,0
DB00242,DB00582,0
DB00255,DB01162,0
DB01217,DB01023,0
DB01207,DB00179,0
DB00419,DB09130,0
DB05381,DB00633,0
DB00537,DB01708,0
DB06412,DB00178,0
DB01198,DB01093,0
DB01622,DB06404,0
DB00829,DB00297,0
DB00899,DB01303,0
DB00484,DB00201,0
DB00590,DB01399,0
DB00384,DB04844,0
DB01094,DB01291,0
DB00170,DB01167,0
DB00242,DB00343,0
DB01356,DB00744,0
DB00950,DB00918,0
DB06713,DB00768,0
DB01332,DB06412,0
DB06213,DB01567,0
DB00126,DB00455,0
DB00327,DB01331,0
DB08916,DB00195,0
DB00052,DB00530,0
DB09076,DB00175,0
DB00851,DB01003,0
DB00134,DB01062,0
DB00136,DB00862,0
DB01296,DB01080,0
DB00315,DB12924,0
DB03793,DB00170,0
DB00813,DB08811,0
DB06706,DB00796,0
DB00163,DB00353,0
DB01227,DB00682,0
DB01174,DB00963,0
DB06802,DB04899,0
DB00247,DB00387,0
DB01160,DB00648,0
DB04841,DB00959,0
DB00589,DB12001,0
DB00411,DB00794,0
DB08816,DB08795,0
DB00951,DB00228,0
DB00455,DB00213,0
DB00379,DB00266,0
DB12001,DB00937,0
DB08867,DB00260,0
DB00648,DB01592,0
DB00864,DB00897,0
DB01708,DB00887,0
DB01081,DB01414,0
DB00724,DB01392,0
DB01587,DB01275,0
DB00233,DB00629,0
DB05260,DB00653,0
DB00237,DB00804,0
DB00790,DB01202,0
DB00398,DB00260,0
DB00441,DB04835,0
DB00851,DB00692,0
DB04841,DB00727,0
DB00417,DB01250,0
DB01370,DB00313,0
DB08910,DB06262,0
DB00700,DB00713,0
DB00060,DB08807,0
DB00502,DB00545,0
DB00678,DB00967,0
DB01624,DB01118,0
DB00060,DB09014,0
DB04908,DB08871,0
DB00376,DB02546,0
DB00052,DB01019,0
DB01353,DB00834,0
DB01036,DB00261,0
DB09060,DB00642,0
DB00721,DB00889,0
DB00452,DB01069,0
DB00418,DB00392,0
DB01624,DB01047,0
DB00963,DB08918,0
DB01420,DB00977,0
DB00376,DB00822,0
DB00228,DB00435,0
DB03619,DB00281,0
DB00231,DB00424,0
DB01103,DB04908,0
DB00203,DB01093,0
DB00465,DB02659,0
DB01589,DB06779,0
DB01109,DB01147,0
DB00854,DB00603,0
DB00322,DB01210,0
DB00388,DB00280,0
DB00991,DB00422,0
DB00969,DB00039,0
DB01069,DB00490,0
DB00717,DB00176,0
DB00100,DB00407,0
DB00019,DB00513,0
DB00688,DB00228,0
DB00875,DB01331,0
DB00944,DB01253,0
DB00390,DB01332,0
DB06700,DB00430,0
DB00920,DB00675,0
DB04839,DB00098,0
DB01035,DB00740,0
DB00922,DB00557,0
DB00173,DB00945,0
DB00543,DB01299,0
DB00903,DB00599,0
DB00964,DB00830,0
DB01338,DB00242,0
DB00753,DB13783,0
DB01303,DB01392,0
DB00069,DB00320,0
DB00991,DB00650,0
DB00486,DB00436,0
DB00419,DB00890,0
DB00191,DB00641,0
DB01144,DB00650,0
DB00713,DB00481,0
DB00180,DB00334,0
DB00890,DB00728,0
DB00264,DB09071,0
DB01064,DB08828,0
DB00232,DB01403,0
DB00734,DB11348,0
DB00052,DB01593,0
DB00036,DB00323,0
DB01010,DB09130,0
DB00893,DB01005,0
DB09014,DB00619,0
DB01014,DB05294,0
DB01223,DB01238,0
DB00471,DB01117,0
DB00709,DB00595,0
DB00014,DB01606,0
DB09078,DB00540,0
DB00774,DB00637,0
DB00751,DB00472,0
DB00968,DB04743,0
DB00570,DB09166,0
DB01327,DB00983,0
DB02701,DB00259,0
DB01074,DB08795,0
DB00036,DB00360,0
DB01022,DB06725,0
DB00481,DB01400,0
DB06404,DB01143,0
DB00721,DB00731,0
DB00384,DB00920,0
DB01327,DB01006,0
DB01559,DB00450,0
DB00410,DB00227,0
DB00014,DB00605,0
DB00521,DB00248,0
DB00162,DB11994,0
DB00761,DB01436,0
DB00455,DB00323,0
DB00603,DB00328,0
DB00009,DB08897,0
DB00922,DB00031,0
DB00260,DB00849,0
DB00393,DB00115,0
DB00441,DB00935,0
DB00991,DB11093,0
DB02659,DB06681,0
DB00841,DB00435,0
DB00185,DB01624,0
DB08871,DB01431,0
DB00152,DB00655,0
DB00539,DB00243,0
DB00570,DB01273,0
DB01109,DB01085,0
DB00486,DB00357,0
DB03793,DB00469,0
DB04842,DB00850,0
DB00778,DB00673,0
DB00417,DB00788,0
DB01303,DB00313,0
DB00869,DB01004,0
DB01273,DB01628,0
DB02709,DB00448,0
DB00703,DB09211,0
DB00501,DB09462,0
DB01622,DB02703,0
DB06595,DB06201,0
DB00060,DB08897,0
DB01203,DB00233,0
DB01007,DB01210,0
DB00957,DB01088,0
DB00795,DB00022,0
DB00586,DB00366,0
DB01365,DB00685,0
DB00471,DB00404,0
DB00695,DB00836,0
DB00615,DB00599,0
DB00134,DB00153,0
DB00322,DB00879,0
DB00801,DB06710,0
DB00845,DB01124,0
DB00999,DB00494,0
DB00889,DB05271,0
DB01622,DB00956,0
DB00589,DB13872,0
DB01265,DB00787,0
DB00260,DB00483,0
DB04876,DB00920,0
DB00315,DB08916,0
DB00805,DB00962,0
DB08865,DB04576,0
DB01205,DB08814,0
DB01583,DB00481,0
DB09462,DB00861,0
DB01613,DB00030,0
DB00376,DB01273,0
DB06701,DB00281,0
DB00595,DB01022,0
DB00436,DB00302,0
DB01072,DB00679,0
DB00624,DB00966,0
DB00643,DB03796,0
DB00280,DB06595,0
DB01039,DB00486,0
DB03754,DB01037,0
DB00991,DB01191,0
DB06268,DB12001,0
DB01409,DB01014,0
DB01077,DB00633,0
DB01283,DB00875,0
DB06694,DB08911,0
DB00851,DB00937,0
DB00086,DB00582,0
DB01242,DB00804,0
DB00761,DB00734,0
DB00972,DB00876,0
DB01364,DB09112,0
DB00670,DB01161,0
DB00384,DB01090,0
DB01185,DB08932,0
DB00178,DB01082,0
DB01119,DB00557,0
DB00162,DB00100,0
DB09128,DB00768,0
DB01211,DB00443,0
DB00239,DB00105,0
DB00656,DB00582,0
DB01878,DB00483,0
DB00846,DB00152,0
DB01011,DB01024,0
DB06203,DB00966,0
DB00706,DB00817,0
DB01169,DB00454,0
DB00333,DB00798,0
DB00905,DB00293,0
DB00515,DB00989,0
DB01400,DB00864,0
DB00812,DB00577,0
DB00185,DB01129,0
DB01354,DB00934,0
DB00039,DB04743,0
DB01412,DB01254,0
DB00586,DB00928,0
DB00968,DB00557,0
DB00817,DB00709,0
DB00173,DB00679,0
DB00674,DB00237,0
DB01093,DB09091,0
DB01435,DB09241,0
DB00395,DB00029,0
DB01045,DB00916,0
DB09068,DB08882,0
DB00780,DB00081,0
DB00602,DB00315,0
DB00340,DB00890,0
DB03754,DB00744,0
DB00490,DB00243,0
DB00944,DB00126,0
DB00328,DB00180,0
DB00040,DB00268,0
DB00256,DB04868,0
DB01135,DB00150,0
DB01281,DB09073,0
DB01183,DB00323,0
DB03619,DB09462,0
DB00074,DB00274,0
DB01559,DB00508,0
DB00364,DB01100,0
DB00243,DB01133,0
DB09389,DB00417,0
DB03754,DB00363,0
DB08808,DB01268,0
DB00527,DB00783,0
DB00916,DB00539,0
DB00110,DB01067,0
DB00455,DB00108,0
DB01580,DB00675,0
DB01261,DB01216,0
DB00674,DB00591,0
DB00829,DB00612,0
DB01656,DB00989,0
DB06144,DB01171,0
DB00801,DB00938,0
DB00962,DB00407,0
DB00028,DB04573,0
DB00652,DB00630,0
DB04908,DB00567,0
DB00906,DB00671,0
DB01198,DB00206,0
DB01229,DB00334,0
DB00648,DB00422,0
DB01189,DB00402,0
DB00759,DB00068,0
DB00457,DB00549,0
DB00105,DB01558,0
DB00374,DB00187,0
DB00335,DB01406,0
DB01329,DB01011,0
DB08795,DB00903,0
DB01065,DB05541,0
DB00317,DB00237,0
DB04844,DB00417,0
DB00618,DB01138,0
DB01354,DB00262,0
DB06736,DB00262,0
DB01194,DB08801,0
DB00651,DB01165,0
DB01009,DB00470,0
DB00284,DB00708,0
DB00327,DB01005,0
DB01115,DB00972,0
DB00425,DB00594,0
DB00441,DB01119,0
DB00677,DB00436,0
DB08910,DB01288,0
DB00900,DB01148,0
DB00343,DB01043,0
DB00317,DB01197,0
DB01221,DB00054,0
DB00448,DB01135,0
DB01094,DB00724,0
DB00983,DB00986,0
DB01014,DB00738,0
DB00674,DB01110,0
DB04861,DB01224,0
DB00351,DB01045,0
DB00551,DB00966,0
DB01223,DB00944,0
DB00179,DB00251,0
DB01186,DB00018,0
DB01140,DB01567,0
DB01007,DB00475,0
DB01182,DB00056,0
DB00623,DB00770,0
DB00231,DB01220,0
DB00711,DB01140,0
DB01105,DB00292,0
DB01215,DB00573,0
DB00744,DB00054,0
DB00598,DB01028,0
DB01606,DB00087,0
DB01393,DB00322,0
DB06401,DB00749,0
DB01325,DB00231,0
DB01299,DB00224,0
DB01100,DB05541,0
DB08808,DB00105,0
DB08889,DB00376,0
DB00546,DB00503,0
DB00515,DB00540,0
DB00252,DB00193,0
DB01363,DB00994,0
DB00837,DB00242,0
DB00548,DB09020,0
DB04855,DB00508,0
DB01033,DB00029,0
DB00956,DB01094,0
DB01621,DB01273,0
DB09128,DB01047,0
DB01234,DB03128,0
DB00552,DB00350,0
DB01049,DB01010,0
DB01088,DB04835,0
DB00820,DB00401,0
DB01011,DB08911,0
DB00934,DB01226,0
DB01415,DB01248,0
DB04967,DB00334,0
DB02703,DB00227,0
DB01215,DB05266,0
DB06595,DB00264,0
DB01593,DB06698,0
DB06211,DB00687,0
DB00917,DB00755,0
DB04272,DB01081,0
DB01151,DB00367,0
DB00637,DB01225,0
DB01250,DB01622,0
DB04570,DB00239,0
DB06204,DB00438,0
DB01608,DB01068,0
DB01085,DB00191,0
DB00652,DB00916,0
DB00561,DB00450,0
DB08901,DB01452,0
DB00437,DB08871,0
DB09068,DB00994,0
DB00227,DB00844,0
DB00454,DB00893,0
DB04894,DB00302,0
DB00973,DB00410,0
DB00276,DB00724,0
DB00334,DB00008,0
DB05260,DB00683,0
DB01006,DB00908,0
DB06713,DB06736,0
DB01291,DB00388,0
DB00747,DB00755,0
DB01016,DB00737,0
DB01087,DB04794,0
DB00477,DB00545,0
DB00254,DB00078,0
DB00013,DB00752,0
DB09112,DB01004,0
DB00710,DB00073,0
DB06725,DB13025,0
DB08882,DB01005,0
DB01069,DB00031,0
DB01586,DB01592,0
DB00318,DB00367,0
DB01200,DB00944,0
DB00783,DB00628,0
DB09262,DB00078,0
DB08813,DB00244,0
DB01004,DB08911,0
DB00830,DB00643,0
DB09128,DB00710,0
DB06144,DB04573,0
DB01001,DB06288,0
DB01143,DB01068,0
DB00549,DB00177,0
DB00908,DB00917,0
DB00737,DB06802,0
DB00521,DB00213,0
DB00273,DB00938,0
DB04570,DB08907,0
DB00998,DB00456,0
DB04843,DB00739,0
DB00008,DB01558,0
DB00170,DB01109,0
DB00557,DB00925,0
DB06691,DB12267,0
DB00178,DB06800,0
DB09166,DB01037,0
DB00323,DB03128,0
DB00788,DB01143,0
DB00979,DB01216,0
DB00543,DB06207,0
DB00685,DB00673,0
DB06719,DB00313,0
DB08896,DB00560,0
DB00820,DB00605,0
DB00228,DB00202,0
DB13783,DB01167,0
DB04843,DB01142,0
DB00334,DB00723,0
DB00938,DB00715,0
DB01394,DB00527,0
DB01202,DB01393,0
DB01022,DB00430,0
DB00935,DB01147,0
DB01003,DB01367,0
DB00179,DB00318,0
DB00974,DB00321,0
DB00255,DB01083,0
DB00413,DB05812,0
DB01138,DB09047,0
DB00571,DB00650,0
DB00842,DB01606,0
DB00366,DB06637,0
DB01288,DB01021,0
DB01621,DB09112,0
DB01222,DB00199,0
DB08808,DB01253,0
DB04842,DB00802,0
DB01129,DB01217,0
DB00695,DB01195,0
DB00340,DB01576,0
DB00880,DB00797,0
DB01267,DB00293,0
DB00599,DB00399,0
DB06711,DB01378,0
DB02659,DB01001,0
DB01151,DB00297,0
DB01075,DB00922,0
DB00235,DB00274,0
DB00425,DB01656,0
DB01114,DB00724,0
DB00244,DB00696,0
DB00489,DB01225,0
DB00787,DB06201,0
DB00745,DB08816,0
DB01242,DB00640,0
DB06176,DB00087,0
DB00938,DB00122,0
DB00546,DB00847,0
DB06813,DB01143,0
DB01242,DB00589,0
DB00335,DB00202,0
DB00943,DB01222,0
DB00284,DB01227,0
DB13872,DB01169,0
DB00539,DB06403,0
DB01119,DB00818,0
DB01275,DB01085,0
DB00626,DB01019,0
DB00823,DB01156,0
DB01171,DB08828,0
DB00626,DB01253,0
DB01127,DB01336,0
DB00882,DB11730,0
DB01353,DB04743,0
DB01186,DB00233,0
DB00437,DB01183,0
DB01367,DB01165,0
DB08807,DB00246,0
DB00335,DB08795,0
DB00195,DB00175,0
DB00170,DB06211,0
DB00068,DB00554,0
DB06802,DB09078,0
DB01074,DB09300,0
DB01248,DB00555,0
DB00340,DB00355,0
DB00098,DB00936,0
DB01579,DB08865,0
DB00972,DB00682,0
DB00844,DB00404,0
DB00519,DB01013,0
DB05260,DB01592,0
DB00982,DB01285,0
DB04868,DB00717,0
DB06710,DB00436,0
DB00925,DB00206,0
DB00446,DB12924,0
DB00641,DB01594,0
DB01221,DB00723,0
DB00707,DB01147,0
DB00353,DB01409,0
DB01288,DB00370,0
DB00490,DB00548,0
DB00959,DB01018,0
DB00251,DB01437,0
DB01136,DB06404,0
DB00121,DB00493,0
DB01021,DB01267,0
DB01039,DB00751,0
DB01032,DB00493,0
DB01579,DB00960,0
DB00039,DB00694,0
DB06016,DB08801,0
DB06777,DB01411,0
DB00407,DB12267,0
DB00582,DB00159,0
DB00457,DB00495,0
DB06148,DB01299,0
DB01878,DB00302,0
DB00993,DB00573,0
DB04743,DB00690,0
DB04576,DB00715,0
DB00245,DB00996,0
DB00241,DB00770,0
DB04894,DB00742,0
DB00897,DB00903,0
DB00288,DB00184,0
DB01010,DB00237,0
DB06203,DB05271,0
DB00934,DB00889,0
DB00008,DB00836,0
DB00814,DB00158,0
DB01083,DB00711,0
DB00964,DB00741,0
DB01353,DB00798,0
DB00717,DB02709,0
DB00657,DB09073,0
DB00292,DB00917,0
DB00899,DB01191,0
DB01248,DB00742,0
DB00280,DB00417,0
DB00493,DB00208,0
DB00683,DB00105,0
DB08828,DB00180,0
DB00548,DB00452,0
DB01277,DB06207,0
DB01066,DB00046,0
DB00407,DB00468,0
DB00657,DB00440,0
DB01194,DB00352,0
DB01033,DB01110,0
DB00452,DB01107,0
DB00650,DB00748,0
DB00921,DB00246,0
DB00915,DB00153,0
DB00247,DB00922,0
DB08918,DB01325,0
DB00371,DB01034,0
DB01084,DB13146,0
DB01356,DB00619,0
DB01606,DB00266,0
DB01202,DB00549,0
DB01196,DB00445,0
DB00421,DB00256,0
DB01006,DB00310,0
DB04844,DB01195,0
DB00274,DB06274,0
DB04894,DB00031,0
DB06207,DB01378,0
DB00104,DB05266,0
DB01043,DB09123,0
DB00650,DB00594,0
DB05676,DB00657,0
DB00100,DB01327,0
DB01437,DB09047,0
DB00647,DB00963,0
DB00603,DB00909,0
DB00028,DB01167,0
DB00787,DB00537,0
DB00656,DB00772,0
DB00412,DB01394,0
DB09272,DB01131,0
DB13146,DB00415,0
DB04908,DB00501,0
DB00795,DB00461,0
DB01589,DB00243,0
DB01365,DB08916,0
DB00895,DB01084,0
DB04855,DB00028,0
DB00126,DB01007,0
DB00697,DB01248,0
DB00186,DB00997,0
DB01265,DB00749,0
DB00264,DB00254,0
DB00747,DB01435,0
DB00521,DB00822,0
DB00983,DB00535,0
DB00819,DB01248,0
DB00430,DB00657,0
DB00773,DB00180,0
DB00384,DB01656,0
DB06714,DB01018,0
DB00619,DB01427,0
DB00397,DB00430,0
DB01259,DB01002,0
DB06700,DB00591,0
DB00487,DB00180,0
DB00572,DB00150,0
DB00997,DB00056,0
DB00433,DB01140,0
DB00435,DB04930,0
DB00674,DB01229,0
DB08815,DB00539,0
DB00912,DB01359,0
DB00546,DB00545,0
DB01155,DB01110,0
DB00749,DB04876,0
DB00319,DB01001,0
DB00927,DB01161,0
DB09166,DB00809,0
DB04899,DB00462,0
DB00967,DB00244,0
DB00108,DB00807,0
DB06262,DB00842,0
DB01708,DB00256,0
DB00730,DB00158,0
DB00591,DB01033,0
DB04894,DB00068,0
DB00483,DB04743,0
DB00453,DB01185,0
DB00817,DB08916,0
DB00950,DB00560,0
DB05676,DB00193,0
DB00327,DB00346,0
DB01041,DB01579,0
DB06204,DB08896,0
DB00950,DB00796,0
DB00811,DB00166,0
DB00170,DB00521,0
DB00763,DB01039,0
DB01218,DB00072,0
DB01131,DB04920,0
DB00928,DB02638,0
DB00281,DB00692,0
DB01185,DB01393,0
DB00519,DB00204,0
DB00909,DB01093,0
DB00820,DB06288,0
DB01412,DB00231,0
DB01015,DB01245,0
DB00547,DB01414,0
DB00963,DB06663,0
DB01015,DB04794,0
DB01606,DB09068,0
DB01708,DB00872,0
DB01337,DB00964,0
DB00723,DB01225,0
DB01356,DB01370,0
DB00944,DB01415,0
DB00980,DB00618,0
DB01328,DB00590,0
DB00261,DB00844,0
DB00222,DB00688,0
DB00503,DB13783,0
DB00844,DB00648,0
DB01094,DB00795,0
DB01009,DB01069,0
DB00401,DB08918,0
DB00583,DB00790,0
DB01567,DB05260,0
DB06144,DB00205,0
DB01082,DB01429,0
DB06262,DB00830,0
DB00390,DB00270,0
DB01009,DB00374,0
DB00898,DB09000,0
DB01203,DB01080,0
DB00920,DB00611,0
DB00500,DB00243,0
DB00544,DB04899,0
DB01022,DB12001,0
DB00903,DB00880,0
DB01094,DB00805,0
DB01119,DB00851,0
DB01203,DB01002,0
DB01363,DB00031,0
DB02187,DB01267,0
DB08814,DB00420,0
DB08865,DB01594,0
DB06802,DB00166,0
DB06207,DB05219,0
DB00276,DB11133,0
DB00434,DB00546,0
DB00912,DB00711,0
DB00260,DB00887,0
DB09118,DB01151,0
DB01247,DB00366,0
DB01173,DB00933,0
DB03619,DB00436,0
DB00561,DB00763,0
DB12267,DB01250,0
DB00352,DB01210,0
DB00758,DB00454,0
DB09238,DB01013,0
DB01082,DB01332,0
DB00340,DB00697,0
DB08912,DB00535,0
DB00808,DB01588,0
DB00701,DB00328,0
DB04876,DB01009,0
DB00455,DB00546,0
DB00122,DB00560,0
DB00773,DB00298,0
DB00529,DB04570,0
DB00251,DB00962,0
DB09241,DB00284,0
DB03756,DB09301,0
DB00485,DB00433,0
DB00724,DB00842,0
DB00568,DB00176,0
DB00187,DB00150,0
DB01207,DB00899,0
DB00213,DB01173,0
DB00545,DB09211,0
DB04967,DB00068,0
DB00262,DB00043,0
DB00487,DB06204,0
DB01049,DB06637,0
DB01325,DB00469,0
DB01069,DB01179,0
DB04839,DB00731,0
DB01161,DB00461,0
DB00013,DB01199,0
DB00796,DB05265,0
DB02659,DB00307,0
DB06738,DB00842,0
DB01148,DB00741,0
DB00515,DB01167,0
DB06218,DB00694,0
DB00884,DB01207,0
DB01259,DB01222,0
DB01088,DB01030,0
DB00563,DB01227,0
DB00266,DB01403,0
DB00945,DB00150,0
